League,Method,Train_size,Val_size,Test_size,XGBoost_Accuracy,XGBoost_F1,LSTM_Accuracy,LSTM_F1,Better_Model
bundesliga,time-based,2086,596,297,0.5252525252525253,,0.3659793734550476,,XGBoost
